,Local_Time,YEAR,MONTH,DAY,HOUR,OPTPWR,kwh,ACV1,ACV2,ACCL1,ACCL2,ACF1,IIT,IHT,DCVL1,DCVL2,DCCL1,DCCL2,IPA,IPB,TOTALKWH
1926,2020-05-20 12:00:00,2020,5,20,12,10.1,11.118000000000004,231.0,229.0,15.1,14.4,60.2,47.0,49.0,759.0,764.0,6.7,6.7,5.18,5.05,51807.0
1927,2020-05-20 13:00:00,2020,5,20,13,25.66,6.260000000000002,233.0,229.0,38.1,36.9,60.3,44.0,49.0,745.0,744.0,18.0,18.3,13.18,13.25,51818.0
1928,2020-05-20 14:00:00,2020,5,20,14,8.74,5.545,230.0,227.0,13.3,12.5,60.2,46.0,46.0,751.0,745.0,5.8,5.8,4.41,4.42,51824.0
1929,2020-05-20 15:00:00,2020,5,20,15,7.2,5.861999999999997,231.0,228.0,10.9,10.3,60.1,45.0,49.0,751.0,747.0,4.8,4.8,3.61,3.57,51830.0
1930,2020-05-20 16:00:00,2020,5,20,16,12.62,1.360999999999999,232.0,228.0,18.7,18.0,60.1,46.0,46.0,759.0,749.0,8.6,8.6,6.09,6.5,51836.0
1931,2020-05-20 17:00:00,2020,5,20,17,3.06,0.18000000000000005,229.0,227.0,5.0,4.4,60.1,45.0,43.0,744.0,735.0,1.8,2.0,1.47,1.57,51837.0
1932,2020-05-20 18:00:00,2020,5,20,18,0.6,0.0,228.0,225.0,2.0,1.8,60.1,44.0,43.0,662.0,656.0,0.2,0.3,0.3,0.34,51837.0
1943,2020-05-21 05:00:00,2020,5,21,5,0.67,1.6580000000000001,230.0,227.0,2.1,2.0,60.1,38.0,31.0,722.0,716.0,0.4,0.4,0.38,0.37,51838.0
1944,2020-05-21 06:00:00,2020,5,21,6,2.64,3.5970000000000004,229.0,226.0,4.6,4.0,60.1,41.0,39.0,741.0,732.0,1.6,1.6,1.35,1.32,51839.0
1945,2020-05-21 07:00:00,2020,5,21,7,5.95,6.134000000000001,231.0,228.0,9.0,8.4,60.2,43.0,49.0,751.0,749.0,3.8,3.9,3.0,3.02,51843.0
1946,2020-05-21 08:00:00,2020,5,21,8,7.73,6.14,231.0,228.0,11.7,11.0,60.1,46.0,49.0,751.0,745.0,5.1,5.1,3.87,3.91,51849.0
1947,2020-05-21 09:00:00,2020,5,21,9,8.51,8.27,230.0,227.0,13.0,12.2,60.1,46.0,49.0,753.0,751.0,5.6,5.7,4.28,4.29,51855.0
1948,2020-05-21 10:00:00,2020,5,21,10,13.84,8.378,230.0,227.0,20.5,19.8,60.1,46.0,42.0,763.0,751.0,9.4,10.0,6.95,7.14,51863.0
1949,2020-05-21 11:00:00,2020,5,21,11,12.74,8.177999999999997,232.0,229.0,18.8,18.3,60.2,46.0,42.0,755.0,750.0,8.7,8.9,6.21,6.44,51872.0
1950,2020-05-21 12:00:00,2020,5,21,12,13.41,3.193999999999999,231.0,228.0,20.0,19.3,60.1,46.0,42.0,753.0,750.0,9.3,9.4,6.76,6.74,51880.0
1951,2020-05-21 13:00:00,2020,5,21,13,5.31,2.8659999999999983,230.0,228.0,8.2,7.7,60.1,47.0,48.0,741.0,729.0,3.5,3.6,2.63,2.69,51883.0
1952,2020-05-21 14:00:00,2020,5,21,14,6.14,0.5390000000000003,230.0,227.0,9.3,8.7,60.1,46.0,49.0,753.0,749.0,4.0,4.0,3.08,3.09,51886.0
1953,2020-05-21 15:00:00,2020,5,21,15,1.81,0.3120000000000001,231.0,228.0,3.3,2.9,60.1,43.0,45.0,731.0,706.0,1.0,1.1,0.9,0.93,51887.0
1954,2020-05-21 16:00:00,2020,5,21,16,1.26,0.10600000000000007,232.0,229.0,2.6,2.5,60.1,41.0,43.0,714.0,704.0,0.7,0.7,0.61,0.65,51887.0
1955,2020-05-21 17:00:00,2020,5,21,17,0.14,0.08000000000000004,232.0,229.0,1.8,1.7,60.1,41.0,42.0,306.0,415.0,0.0,0.0,0.0,0.2,51887.0
1956,2020-05-21 18:00:00,2020,5,21,18,0.15,0.0,229.0,226.0,1.8,1.7,60.1,40.0,39.0,435.0,532.0,0.0,0.0,0.0,0.17,51887.0
1967,2020-05-22 05:00:00,2020,5,22,5,0.34,0.8420000000000004,229.0,225.0,1.8,1.8,60.1,37.0,30.0,737.0,730.0,0.4,0.4,0.17,0.21,51887.0
1968,2020-05-22 06:00:00,2020,5,22,6,1.51,1.882,228.0,225.0,2.9,2.7,60.1,40.0,36.0,721.0,713.0,0.8,0.9,0.73,0.8,51888.0
1969,2020-05-22 07:00:00,2020,5,22,7,3.85,2.0470000000000006,233.0,229.0,6.1,5.6,60.1,42.0,42.0,744.0,748.0,2.4,2.4,1.93,1.95,51890.0
1970,2020-05-22 08:00:00,2020,5,22,8,3.62,1.7520000000000007,230.0,225.0,5.8,5.1,60.1,42.0,45.0,744.0,739.0,2.3,2.3,1.84,1.85,51892.0
1971,2020-05-22 09:00:00,2020,5,22,9,3.17,2.3169999999999997,229.0,225.0,5.2,4.5,60.1,42.0,46.0,749.0,738.0,1.9,2.0,1.56,1.63,51894.0
1972,2020-05-22 10:00:00,2020,5,22,10,3.82,1.5220000000000005,229.0,226.0,6.1,5.4,60.2,42.0,47.0,753.0,746.0,2.4,2.4,1.92,1.93,51896.0
1973,2020-05-22 11:00:00,2020,5,22,11,2.11,3.2649999999999997,229.0,227.0,3.7,3.3,60.1,42.0,47.0,730.0,724.0,1.2,1.3,1.07,1.11,51898.0
1974,2020-05-22 12:00:00,2020,5,22,12,5.51,4.447000000000001,230.0,227.0,8.3,7.8,60.1,41.0,46.0,754.0,751.0,3.4,3.5,2.68,2.75,51901.0
1975,2020-05-22 13:00:00,2020,5,22,13,6.69,2.2699999999999996,229.0,226.0,10.2,9.5,60.1,41.0,48.0,766.0,759.0,4.3,4.3,3.36,3.36,51905.0
1976,2020-05-22 14:00:00,2020,5,22,14,3.68,2.6729999999999996,229.0,226.0,5.9,5.3,60.2,40.0,42.0,750.0,746.0,2.3,2.3,1.87,1.85,51908.0
1977,2020-05-22 15:00:00,2020,5,22,15,3.87,1.5490000000000002,229.0,226.0,6.2,5.6,60.1,39.0,37.0,758.0,752.0,2.4,2.4,1.92,1.98,51910.0
1978,2020-05-22 16:00:00,2020,5,22,16,2.49,0.3290000000000002,229.0,226.0,3.7,3.2,60.1,39.0,38.0,738.0,729.0,1.2,1.2,1.05,1.04,51912.0
1979,2020-05-22 17:00:00,2020,5,22,17,0.89,0.08100000000000004,228.0,226.0,2.2,2.0,60.1,39.0,38.0,702.0,694.0,0.3,0.4,0.42,0.44,51912.0
1980,2020-05-22 18:00:00,2020,5,22,18,0.15,0.0,228.0,225.0,1.8,1.7,60.1,38.0,37.0,489.0,577.0,0.0,0.0,0.0,0.19,51912.0
1991,2020-05-23 05:00:00,2020,5,23,5,0.55,1.2710000000000004,230.0,228.0,2.0,1.9,60.2,36.0,29.0,732.0,726.0,0.4,0.4,0.28,0.29,51912.0
1992,2020-05-23 06:00:00,2020,5,23,6,2.0,3.58,232.0,228.0,3.6,3.2,60.1,37.0,33.0,740.0,737.0,1.1,1.2,1.0,1.06,51914.0
1993,2020-05-23 07:00:00,2020,5,23,7,6.65,5.313999999999999,231.0,228.0,10.0,9.5,60.1,39.0,43.0,762.0,755.0,4.3,4.3,3.34,3.35,51917.0
1994,2020-05-23 08:00:00,2020,5,23,8,8.3,6.4719999999999995,230.0,226.0,12.7,12.0,60.1,41.0,48.0,762.0,757.0,5.4,5.5,4.27,4.19,51923.0
1995,2020-05-23 09:00:00,2020,5,23,9,9.39,7.667000000000001,229.0,225.0,14.3,13.6,60.1,42.0,43.0,762.0,758.0,6.2,6.3,4.7,4.75,51929.0
1996,2020-05-23 10:00:00,2020,5,23,10,9.15,9.024,229.0,227.0,13.8,13.2,60.2,42.0,36.0,762.0,756.0,6.1,6.1,4.59,4.59,51937.0
1997,2020-05-23 11:00:00,2020,5,23,11,16.94,5.502999999999998,230.0,227.0,25.1,24.4,60.2,43.0,42.0,758.0,760.0,11.6,12.0,8.54,8.61,51946.0
1998,2020-05-23 12:00:00,2020,5,23,12,10.15,6.4849999999999985,231.0,227.0,15.3,14.6,60.1,43.0,42.0,767.0,752.0,6.7,6.7,5.08,5.08,51951.0
1999,2020-05-23 13:00:00,2020,5,23,13,7.96,5.882000000000001,230.0,226.0,12.0,11.5,60.1,45.0,49.0,755.0,749.0,5.3,5.3,3.99,4.03,51958.0
2000,2020-05-23 14:00:00,2020,5,23,14,9.18,4.512000000000001,229.0,226.0,13.7,13.0,60.1,44.0,43.0,755.0,749.0,6.1,6.1,4.64,4.6,51964.0
2001,2020-05-23 15:00:00,2020,5,23,15,9.7,1.5570000000000002,230.0,227.0,14.6,13.9,60.1,44.0,46.0,765.0,757.0,6.4,6.5,4.87,4.84,51968.0
2002,2020-05-23 16:00:00,2020,5,23,16,1.92,2.838000000000001,229.0,227.0,3.5,3.0,60.2,43.0,43.0,735.0,726.0,1.1,1.2,1.13,1.01,51970.0
2003,2020-05-23 17:00:00,2020,5,23,17,4.35,0.2480000000000001,231.0,227.0,6.8,6.2,60.1,43.0,48.0,749.0,751.0,2.8,2.7,2.18,2.2,51973.0
2004,2020-05-23 18:00:00,2020,5,23,18,0.97,0.0,229.0,226.0,2.4,2.1,60.1,43.0,46.0,706.0,707.0,0.4,0.5,0.47,0.53,51973.0
2015,2020-05-24 05:00:00,2020,5,24,5,0.33,1.4080000000000004,232.0,229.0,1.9,1.8,60.2,37.0,30.0,719.0,715.0,0.4,0.4,0.17,0.19,51973.0
2016,2020-05-24 06:00:00,2020,5,24,6,3.1,5.324000000000002,230.0,227.0,4.9,4.3,60.1,40.0,38.0,740.0,730.0,1.8,1.8,1.5,1.55,51974.0
2017,2020-05-24 07:00:00,2020,5,24,7,13.49,10.694999999999999,232.0,228.0,19.6,19.0,60.2,42.0,47.0,754.0,762.0,9.4,8.5,7.13,6.38,51980.0
2018,2020-05-24 08:00:00,2020,5,24,8,19.64,15.889000000000001,232.0,227.0,29.1,28.3,60.3,47.0,46.0,754.0,750.0,13.7,13.6,10.04,9.97,51990.0
2019,2020-05-24 09:00:00,2020,5,24,9,25.36,21.054,235.0,230.0,36.9,35.8,60.4,50.0,52.0,746.0,757.0,18.3,18.4,12.94,12.88,52006.0
2020,2020-05-24 10:00:00,2020,5,24,10,25.88,23.999,234.0,230.0,36.7,36.9,60.5,51.0,55.0,732.0,717.0,18.5,18.9,13.31,13.1,52027.0
2021,2020-05-24 11:00:00,2020,5,24,11,25.98,22.443,233.0,229.0,38.2,37.2,60.5,49.0,57.0,727.0,712.0,18.9,19.1,13.29,13.16,52051.0
2022,2020-05-24 12:00:00,2020,5,24,12,24.26,23.915000000000006,233.0,229.0,35.5,34.9,60.5,49.0,55.0,717.0,702.0,17.8,17.7,12.31,12.25,52073.0
2023,2020-05-24 13:00:00,2020,5,24,13,23.99,20.496000000000002,233.0,229.0,34.8,34.1,60.5,49.0,55.0,733.0,716.0,17.4,17.2,12.24,12.04,52097.0
2024,2020-05-24 14:00:00,2020,5,24,14,22.01,16.131999999999998,233.0,229.0,32.1,31.6,60.5,48.0,52.0,725.0,723.0,15.7,15.5,11.04,10.95,52118.0
2025,2020-05-24 15:00:00,2020,5,24,15,18.5,10.689,233.0,228.0,27.3,26.6,60.3,46.0,48.0,741.0,743.0,13.0,13.0,9.4,9.3,52134.0
2026,2020-05-24 16:00:00,2020,5,24,16,13.59,4.0040000000000004,232.0,228.0,20.1,19.4,60.1,43.0,43.0,725.0,752.0,9.4,9.3,6.76,6.78,52145.0
2027,2020-05-24 17:00:00,2020,5,24,17,7.07,0.3650000000000002,230.0,226.0,10.8,10.1,60.1,44.0,42.0,765.0,754.0,5.1,5.2,3.25,3.86,52149.0
2028,2020-05-24 18:00:00,2020,5,24,18,0.73,0.0,229.0,225.0,2.1,2.0,60.1,43.0,42.0,707.0,700.0,0.3,0.3,0.48,0.41,52149.0
2039,2020-05-25 05:00:00,2020,5,25,5,1.03,1.3680000000000003,229.0,226.0,2.3,2.1,60.1,38.0,31.0,714.0,708.0,0.4,0.4,0.43,0.43,52149.0
2040,2020-05-25 06:00:00,2020,5,25,6,2.42,3.799000000000001,229.0,225.0,4.2,3.6,60.1,41.0,38.0,740.0,734.0,1.4,1.5,1.19,1.26,52151.0
2041,2020-05-25 07:00:00,2020,5,25,7,11.61,12.423000000000004,229.0,225.0,17.8,16.9,60.1,44.0,49.0,758.0,747.0,8.5,7.7,6.25,5.8,52154.0
2042,2020-05-25 08:00:00,2020,5,25,8,15.52,14.762,233.0,228.0,22.9,21.9,60.1,51.0,46.0,742.0,733.0,11.1,11.2,7.81,7.76,52167.0
2043,2020-05-25 09:00:00,2020,5,25,9,18.78,7.857,235.0,231.0,27.5,26.3,60.2,52.0,49.0,871.0,865.0,13.7,13.8,9.52,9.44,52181.0
2044,2020-05-25 10:00:00,2020,5,25,10,22.17,22.305000000000003,233.0,228.0,32.5,31.9,60.5,55.0,54.0,868.0,861.0,16.5,16.7,11.27,11.19,52189.0
2045,2020-05-25 11:00:00,2020,5,25,11,23.12,23.380999999999993,233.0,229.0,34.2,33.7,60.6,51.0,55.0,701.0,696.0,17.3,17.4,11.82,11.74,52211.0
2046,2020-05-25 12:00:00,2020,5,25,12,23.58,22.054000000000002,235.0,232.0,34.5,33.5,60.5,51.0,55.0,701.0,689.0,17.5,17.6,11.96,11.87,52235.0
2047,2020-05-25 13:00:00,2020,5,25,13,26.2,17.821,233.0,229.0,38.2,37.5,60.5,51.0,57.0,725.0,719.0,18.8,19.1,13.28,13.15,52257.0
2048,2020-05-25 14:00:00,2020,5,25,14,23.18,14.173,232.0,229.0,33.7,32.5,60.5,50.0,54.0,740.0,735.0,17.4,16.0,12.15,11.69,52275.0
2049,2020-05-25 15:00:00,2020,5,25,15,20.04,9.827999999999996,231.0,228.0,29.9,28.9,60.1,48.0,49.0,765.0,739.0,14.8,14.2,10.7,10.17,52289.0
2050,2020-05-25 16:00:00,2020,5,25,16,13.19,3.933000000000001,231.0,227.0,19.6,18.8,60.1,44.0,43.0,714.0,745.0,9.2,9.3,6.56,6.72,52299.0
2051,2020-05-25 17:00:00,2020,5,25,17,6.84,0.3630000000000001,230.0,227.0,10.4,9.8,60.2,45.0,42.0,753.0,750.0,4.9,5.0,3.14,3.59,52302.0
2052,2020-05-25 18:00:00,2020,5,25,18,1.5,0.0,230.0,226.0,2.9,2.7,60.1,45.0,43.0,741.0,724.0,0.7,1.0,0.66,0.87,52303.0
2063,2020-05-26 05:00:00,2020,5,26,5,1.32,3.3350000000000004,232.0,229.0,2.8,2.6,60.1,42.0,35.0,718.0,712.0,0.7,0.7,0.68,0.67,52303.0
2064,2020-05-26 06:00:00,2020,5,26,6,6.33,5.172000000000002,230.0,226.0,9.6,9.1,60.1,49.0,48.0,750.0,727.0,4.3,4.2,3.27,3.1,52307.0
2065,2020-05-26 07:00:00,2020,5,26,7,9.41,5.435999999999999,230.0,226.0,14.2,13.6,60.1,49.0,49.0,750.0,750.0,6.3,6.1,4.72,4.49,52312.0
2066,2020-05-26 08:00:00,2020,5,26,8,7.49,12.698999999999998,230.0,227.0,11.4,10.7,60.1,49.0,49.0,748.0,742.0,5.0,5.0,3.75,3.79,52317.0
2067,2020-05-26 09:00:00,2020,5,26,9,26.05,8.97,232.0,227.0,38.5,37.1,60.4,51.0,54.0,758.0,759.0,18.8,17.7,13.44,13.02,52330.0
2068,2020-05-26 10:00:00,2020,5,26,10,16.78,4.982000000000002,228.0,225.0,25.0,24.1,60.2,51.0,45.0,747.0,739.0,11.4,11.8,7.98,8.26,52339.0
2069,2020-05-26 11:00:00,2020,5,26,11,7.92,14.135000000000002,229.0,227.0,12.0,11.4,60.1,47.0,43.0,761.0,753.0,5.4,5.4,3.97,3.99,52344.0
2070,2020-05-26 12:00:00,2020,5,26,12,24.88,8.175999999999998,235.0,230.0,35.8,35.3,60.5,48.0,52.0,759.0,755.0,18.7,17.8,12.81,12.41,52358.0
2071,2020-05-26 13:00:00,2020,5,26,13,12.34,6.8549999999999995,229.0,227.0,18.6,17.9,60.2,47.0,42.0,753.0,751.0,8.2,8.3,6.15,6.21,52366.0
2072,2020-05-26 14:00:00,2020,5,26,14,10.02,8.123,229.0,226.0,15.0,14.4,60.2,47.0,47.0,765.0,754.0,6.7,6.7,5.03,5.02,52373.0
2073,2020-05-26 15:00:00,2020,5,26,15,12.27,6.780999999999998,230.0,227.0,18.3,17.7,60.1,47.0,47.0,764.0,755.0,8.4,8.3,6.24,6.12,52381.0
2074,2020-05-26 16:00:00,2020,5,26,16,15.14,2.2049999999999996,231.0,228.0,22.3,21.7,60.1,48.0,45.0,747.0,753.0,10.5,10.8,7.46,7.77,52388.0
2075,2020-05-26 17:00:00,2020,5,26,17,3.94,0.22800000000000006,230.0,226.0,6.3,5.6,60.2,47.0,46.0,757.0,743.0,2.3,3.1,1.78,2.36,52390.0
2076,2020-05-26 18:00:00,2020,5,26,18,0.83,0.0,228.0,226.0,2.3,2.0,60.1,46.0,46.0,702.0,691.0,0.3,0.4,0.47,0.49,52390.0
2087,2020-05-27 05:00:00,2020,5,27,5,0.17,0.30400000000000016,230.0,227.0,1.8,1.8,60.1,36.0,28.0,727.0,721.0,0.0,0.0,0.0,0.2,52390.0
2088,2020-05-27 06:00:00,2020,5,27,6,1.18,1.4389999999999996,230.0,227.0,2.6,2.4,60.1,37.0,30.0,714.0,696.0,0.6,0.6,0.61,0.6,52391.0
2089,2020-05-27 07:00:00,2020,5,27,7,2.7,3.159,229.0,226.0,4.6,4.0,60.1,39.0,34.0,749.0,742.0,1.6,1.6,1.36,1.37,52392.0
2090,2020-05-27 08:00:00,2020,5,27,8,13.15,13.732999999999997,228.0,225.0,19.5,18.9,60.1,38.0,39.0,773.0,763.0,8.8,8.5,6.71,6.41,52395.0
2091,2020-05-27 09:00:00,2020,5,27,9,23.16,13.790999999999999,231.0,227.0,33.9,33.3,60.5,43.0,46.0,762.0,759.0,17.4,17.0,12.46,11.94,52409.0
2092,2020-05-27 10:00:00,2020,5,27,10,22.26,7.324000000000002,230.0,225.0,32.9,32.3,60.5,47.0,47.0,740.0,734.0,15.4,15.8,11.08,11.25,52422.0
2093,2020-05-27 11:00:00,2020,5,27,11,10.24,11.469000000000003,228.0,225.0,15.4,15.0,60.1,47.0,42.0,762.0,753.0,6.8,6.9,5.14,5.1,52430.0
2094,2020-05-27 12:00:00,2020,5,27,12,17.05,8.604999999999999,230.0,226.0,25.2,24.6,60.2,44.0,42.0,758.0,751.0,11.9,11.4,8.76,8.35,52441.0
2095,2020-05-27 13:00:00,2020,5,27,13,12.14,3.439999999999999,229.0,225.0,18.2,17.6,60.1,43.0,38.0,755.0,753.0,8.1,8.2,6.14,6.05,52450.0
2096,2020-05-27 14:00:00,2020,5,27,14,6.26,2.959,229.0,225.0,9.6,9.0,60.1,44.0,43.0,748.0,746.0,4.0,4.1,3.1,3.17,52453.0
2097,2020-05-27 15:00:00,2020,5,27,15,6.96,0.9190000000000006,230.0,227.0,10.5,9.9,60.1,44.0,49.0,760.0,754.0,4.6,4.6,3.49,3.51,52456.0
2098,2020-05-27 16:00:00,2020,5,27,16,1.88,0.35200000000000015,229.0,227.0,3.2,2.8,60.1,43.0,47.0,729.0,711.0,1.0,1.0,0.87,0.88,52457.0
2099,2020-05-27 17:00:00,2020,5,27,17,0.57,0.08300000000000005,231.0,229.0,2.1,1.9,60.2,42.0,43.0,693.0,686.0,0.2,0.2,0.35,0.32,52458.0
2100,2020-05-27 18:00:00,2020,5,27,18,0.17,0.0,232.0,228.0,1.8,1.8,60.1,40.0,42.0,565.0,309.0,0.0,0.0,0.0,0.16,52458.0
2111,2020-05-28 05:00:00,2020,5,28,5,0.5,0.7630000000000002,230.0,228.0,2.0,1.8,60.2,35.0,29.0,757.0,751.0,0.4,0.4,0.26,0.26,52458.0
2112,2020-05-28 06:00:00,2020,5,28,6,1.83,1.4260000000000006,230.0,226.0,3.4,3.0,60.1,37.0,34.0,728.0,731.0,1.0,1.0,0.92,0.93,52459.0
2113,2020-05-28 07:00:00,2020,5,28,7,2.44,2.4700000000000006,229.0,226.0,4.1,3.7,60.2,39.0,38.0,740.0,741.0,1.5,1.5,1.29,1.24,52460.0
2114,2020-05-28 08:00:00,2020,5,28,8,5.26,4.311999999999999,232.0,229.0,8.0,7.4,60.2,40.0,43.0,752.0,753.0,3.3,3.3,2.64,2.62,52462.0
2115,2020-05-28 09:00:00,2020,5,28,9,5.95,6.692999999999998,231.0,228.0,9.0,8.5,60.1,42.0,49.0,768.0,751.0,3.8,3.8,3.02,2.97,52467.0
2116,2020-05-28 10:00:00,2020,5,28,10,10.46,2.741,232.0,227.0,15.8,14.9,60.1,44.0,48.0,758.0,750.0,7.1,7.1,5.24,5.25,52474.0
2117,2020-05-28 11:00:00,2020,5,28,11,7.98,2.456,231.0,228.0,12.2,11.3,60.2,44.0,42.0,753.0,743.0,5.4,5.3,4.04,3.97,52476.0
2118,2020-05-28 12:00:00,2020,5,28,12,5.09,1.8430000000000004,234.0,229.0,7.9,7.3,60.1,42.0,46.0,760.0,754.0,3.2,3.3,2.56,2.59,52479.0
2119,2020-05-28 13:00:00,2020,5,28,13,2.99,3.241000000000001,229.0,225.0,5.0,4.3,60.2,41.0,46.0,750.0,744.0,1.8,1.9,1.5,1.51,52481.0
2120,2020-05-28 14:00:00,2020,5,28,14,6.9,5.010999999999999,228.0,225.0,10.4,9.9,60.1,40.0,46.0,755.0,754.0,4.4,4.4,3.45,3.46,52484.0
2121,2020-05-28 15:00:00,2020,5,28,15,12.74,2.9699999999999998,230.0,226.0,18.9,18.1,60.1,42.0,49.0,772.0,764.0,7.5,8.9,5.8,6.79,52489.0
2122,2020-05-28 16:00:00,2020,5,28,16,4.04,1.1469999999999998,229.0,226.0,6.5,5.7,60.1,43.0,46.0,746.0,736.0,2.6,2.6,2.06,2.04,52492.0
2123,2020-05-28 17:00:00,2020,5,28,17,2.7,0.09800000000000005,230.0,227.0,4.6,3.9,60.1,43.0,46.0,730.0,733.0,1.6,1.7,1.33,1.41,52493.0
2124,2020-05-28 18:00:00,2020,5,28,18,0.16,0.0,229.0,225.0,1.8,1.7,60.0,42.0,43.0,298.0,374.0,0.1,0.1,0.1,0.22,52493.0
2135,2020-05-29 05:00:00,2020,5,29,5,0.7,1.1370000000000007,229.0,226.0,2.0,1.9,60.1,37.0,29.0,733.0,727.0,0.4,0.4,0.29,0.36,52493.0
2136,2020-05-29 06:00:00,2020,5,29,6,3.19,5.326999999999999,231.0,227.0,5.1,4.6,60.1,40.0,38.0,733.0,724.0,2.0,2.0,1.55,1.61,52494.0
2137,2020-05-29 07:00:00,2020,5,29,7,13.5,8.698,233.0,229.0,20.1,19.0,60.1,43.0,46.0,758.0,744.0,9.2,9.2,6.88,6.75,52500.0
2138,2020-05-29 08:00:00,2020,5,29,8,12.36,14.832999999999998,232.0,228.0,18.4,17.6,60.2,45.0,40.0,742.0,734.0,8.4,8.8,6.16,6.3,52508.0
2139,2020-05-29 09:00:00,2020,5,29,9,21.32,12.124,235.0,231.0,30.8,30.7,60.4,49.0,49.0,745.0,732.0,15.6,15.8,10.89,10.81,52523.0
2140,2020-05-29 10:00:00,2020,5,29,10,25.3,16.860000000000003,234.0,230.0,37.1,37.0,60.3,48.0,49.0,745.0,740.0,17.5,18.7,12.87,13.24,52535.0
2141,2020-05-29 11:00:00,2020,5,29,11,25.99,16.885,234.0,230.0,37.4,36.8,60.5,49.0,54.0,747.0,749.0,18.8,18.4,12.93,13.3,52552.0
2142,2020-05-29 12:00:00,2020,5,29,12,25.52,15.977999999999996,232.0,228.0,37.3,36.6,60.5,49.0,53.0,747.0,734.0,18.5,18.5,12.97,12.93,52569.0
2143,2020-05-29 13:00:00,2020,5,29,13,24.14,13.732999999999999,232.0,228.0,35.6,34.8,60.4,49.0,53.0,735.0,739.0,18.0,17.8,12.34,12.17,52585.0
2144,2020-05-29 14:00:00,2020,5,29,14,21.71,12.418000000000001,232.0,229.0,31.4,31.4,60.5,48.0,49.0,756.0,739.0,15.2,15.2,11.02,10.89,52599.0
2145,2020-05-29 15:00:00,2020,5,29,15,18.35,8.143,233.0,228.0,27.0,26.3,60.1,47.0,47.0,749.0,738.0,13.0,13.3,9.24,9.41,52611.0
2146,2020-05-29 16:00:00,2020,5,29,16,12.38,3.0830000000000006,231.0,228.0,18.5,17.6,60.2,45.0,41.0,758.0,750.0,8.6,8.7,6.07,6.27,52620.0
2147,2020-05-29 17:00:00,2020,5,29,17,5.25,0.3040000000000001,232.0,228.0,8.1,7.5,60.2,47.0,46.0,748.0,731.0,3.1,3.8,2.39,2.87,52623.0
2148,2020-05-29 18:00:00,2020,5,29,18,0.79,0.0,231.0,228.0,2.2,2.0,60.1,46.0,46.0,676.0,684.0,0.3,0.4,0.38,0.43,52623.0
2183,2020-05-31 05:00:00,2020,5,31,5,0.89,2.8020000000000014,232.0,229.0,2.3,2.1,60.2,42.0,36.0,720.0,714.0,0.4,0.4,0.45,0.45,52772.0
2184,2020-05-31 06:00:00,2020,5,31,6,6.32,7.8870000000000005,233.0,229.0,9.3,9.0,60.2,51.0,49.0,748.0,751.0,4.3,4.3,3.32,3.12,52775.0
2185,2020-05-31 07:00:00,2020,5,31,7,11.53,13.335999999999999,233.0,229.0,17.1,16.3,60.2,54.0,49.0,748.0,727.0,8.0,8.1,5.83,5.72,52783.0
2186,2020-05-31 08:00:00,2020,5,31,8,22.32,18.016,236.0,231.0,32.5,31.5,60.3,55.0,51.0,749.0,743.0,16.1,16.4,11.38,11.89,52795.0
2187,2020-05-31 09:00:00,2020,5,31,9,21.79,20.706000000000003,235.0,230.0,32.0,31.4,60.3,56.0,55.0,743.0,727.0,15.9,16.3,11.09,11.35,52813.0
2188,2020-05-31 10:00:00,2020,5,31,10,24.8,22.349999999999998,234.0,230.0,36.2,35.7,60.5,55.0,55.0,729.0,717.0,18.6,18.7,12.9,12.73,52834.0
2189,2020-05-31 11:00:00,2020,5,31,11,24.08,22.311999999999998,233.0,228.0,35.2,34.3,60.5,52.0,57.0,700.0,729.0,17.8,18.1,12.08,12.25,52856.0
2190,2020-05-31 12:00:00,2020,5,31,12,23.53,21.946999999999996,234.0,229.0,34.5,33.3,60.4,52.0,57.0,697.0,715.0,17.5,17.5,11.82,11.96,52878.0
2191,2020-05-31 13:00:00,2020,5,31,13,22.51,19.375999999999998,234.0,231.0,33.2,32.7,60.4,51.0,55.0,697.0,689.0,16.9,16.9,11.48,11.43,52900.0
2192,2020-05-31 14:00:00,2020,5,31,14,20.85,14.836,235.0,231.0,30.4,29.9,60.4,50.0,53.0,721.0,707.0,15.3,15.4,10.69,10.49,52920.0
2193,2020-05-31 15:00:00,2020,5,31,15,18.18,8.682,233.0,230.0,26.6,25.7,60.2,47.0,49.0,750.0,742.0,12.8,12.9,9.19,9.1,52934.0
2194,2020-05-31 16:00:00,2020,5,31,16,12.12,2.48,232.0,228.0,18.0,17.3,60.1,44.0,41.0,732.0,738.0,8.3,8.5,5.94,6.16,52943.0
2195,2020-05-31 17:00:00,2020,5,31,17,6.7,0.31400000000000017,231.0,227.0,10.2,9.5,60.1,46.0,43.0,716.0,734.0,4.9,5.0,3.07,3.64,52946.0
2196,2020-05-31 18:00:00,2020,5,31,18,0.86,0.0,228.0,225.0,2.3,2.1,60.1,46.0,43.0,677.0,699.0,0.4,0.5,0.45,0.49,52946.0
2207,2020-06-01 05:00:00,2020,6,1,5,1.79,2.872000000000001,230.0,227.0,3.3,2.9,60.2,42.0,36.0,722.0,716.0,1.1,1.0,0.87,0.96,52947.0
